Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),Most Recent SPL Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed Link,DailyMed PDF Link,SET ID
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,metformin hydrochloride,METFORMIN HYDROCHLORIDE,20200316,Biguanide,1995,A S MEDICATION SOLUTIONS,2010/04/22-,50090-4943,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6209fd3b-2b47-43b9-8e3d-4da7ddf6bd22/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6209fd3b-2b47-43b9-8e3d-4da7ddf6bd22,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6209fd3b-2b47-43b9-8e3d-4da7ddf6bd22,6209fd3b-2b47-43b9-8e3d-4da7ddf6bd22
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,ORAL,ANDA,211309,Metformin Hydrochloride Oral Solution,METFORMIN HYDROCHLORIDE,20200312,Biguanide,1995,MICRO LABS LIMITED,2020/04/20-,42571-360,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fb90693a-074a-45be-94f4-ed6298b1f4e4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fb90693a-074a-45be-94f4-ed6298b1f4e4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fb90693a-074a-45be-94f4-ed6298b1f4e4,fb90693a-074a-45be-94f4-ed6298b1f4e4
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200226,Biguanide,1995,A S MEDICATION SOLUTIONS,2008/04/17-,50090-4884,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ceb4546d-2576-4b26-a5e5-120744f3c3dd/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ceb4546d-2576-4b26-a5e5-120744f3c3dd,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ceb4546d-2576-4b26-a5e5-120744f3c3dd,ceb4546d-2576-4b26-a5e5-120744f3c3dd
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77880,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200218,Biguanide,1995,PD RX PHARMACEUTICALS INC,2012/12/17-,43063-544,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c72cfd1a-dce9-43a3-88e2-3cf1d9078b52/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c72cfd1a-dce9-43a3-88e2-3cf1d9078b52,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c72cfd1a-dce9-43a3-88e2-3cf1d9078b52,c72cfd1a-dce9-43a3-88e2-3cf1d9078b52
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,77095,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200213,Biguanide,1995,AUROBINDO PHARMA LIMITED,2005/01/14-,65862-008; 65862-009; 65862-010,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4ac6d01a-af26-44e7-ae2e-3618de0080aa/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4ac6d01a-af26-44e7-ae2e-3618de0080aa,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4ac6d01a-af26-44e7-ae2e-3618de0080aa,4ac6d01a-af26-44e7-ae2e-3618de0080aa
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,79118,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200213,Biguanide,1995,AUROBINDO PHARMA LIMITED,2012/07/20-,65862-291; 65862-292,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/da930058-8908-4fa3-8035-303abc9624fa/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=da930058-8908-4fa3-8035-303abc9624fa,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=da930058-8908-4fa3-8035-303abc9624fa,da930058-8908-4fa3-8035-303abc9624fa
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,203686,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200213,Biguanide,,LEGACY PHARMACEUTICAL PACKAGING LLC,completed:2014/12/09-2020/05/31; completed:2014/12/09-2021/01/31,68645-539; 68645-549,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2083c4c9-64b0-46d7-9273-4c89ba8b78cc/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2083c4c9-64b0-46d7-9273-4c89ba8b78cc,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2083c4c9-64b0-46d7-9273-4c89ba8b78cc,2083c4c9-64b0-46d7-9273-4c89ba8b78cc
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77880,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200211,Biguanide,1995,PD RX PHARMACEUTICALS INC,2012/12/17-,43063-430,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/cb09b8ca-07dd-4077-ba9b-75f7a679a915/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cb09b8ca-07dd-4077-ba9b-75f7a679a915,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cb09b8ca-07dd-4077-ba9b-75f7a679a915,cb09b8ca-07dd-4077-ba9b-75f7a679a915
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,77095,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200127,Biguanide,,LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC,2011/01/27-,49999-106,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/95905ef9-1de6-41eb-aa34-ac750e93e292/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95905ef9-1de6-41eb-aa34-ac750e93e292,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=95905ef9-1de6-41eb-aa34-ac750e93e292,95905ef9-1de6-41eb-aa34-ac750e93e292
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,77095,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200120,Biguanide,,REDPHARM DRUG INC,2005/01/14-,67296-0700,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/415c945b-6c6e-2a55-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=415c945b-6c6e-2a55-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=415c945b-6c6e-2a55-e054-00144ff8d46c,415c945b-6c6e-2a55-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200120,Biguanide,,DIRECT RX,2014/01/01-,61919-397,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/281e6da6-21e0-61eb-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=281e6da6-21e0-61eb-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=281e6da6-21e0-61eb-e054-00144ff8d46c,281e6da6-21e0-61eb-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,90295,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200120,Biguanide,,DIRECT RX,2018/03/13-,61919-922,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/674bf07f-8123-1204-e053-2991aa0a73b4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=674bf07f-8123-1204-e053-2991aa0a73b4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=674bf07f-8123-1204-e053-2991aa0a73b4,674bf07f-8123-1204-e053-2991aa0a73b4
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,77336,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200120,Biguanide,,REDPHARM DRUG INC,2006/02/09-,67296-1527,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/56cfd673-6594-5292-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=56cfd673-6594-5292-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=56cfd673-6594-5292-e054-00144ff8d46c,56cfd673-6594-5292-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200120,Biguanide,,DIRECT RX,2019/08/29-,61919-990,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9145db22-ec84-6f79-e053-2a95a90aa826/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9145db22-ec84-6f79-e053-2a95a90aa826,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9145db22-ec84-6f79-e053-2a95a90aa826,9145db22-ec84-6f79-e053-2a95a90aa826
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200120,Biguanide,,DIRECT RX,2019/08/27-,61919-313,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/911fd451-8eb5-df72-e053-2995a90a676a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=911fd451-8eb5-df72-e053-2995a90a676a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=911fd451-8eb5-df72-e053-2995a90a676a,911fd451-8eb5-df72-e053-2995a90a676a
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,75967,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200120,Biguanide,,REDPHARM DRUG INC,2002/01/29-,67296-0712,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/41715402-1b25-73d1-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=41715402-1b25-73d1-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=41715402-1b25-73d1-e054-00144ff8d46c,41715402-1b25-73d1-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200119,Biguanide,1995,BRYANT RANCH PREPACK,2008/04/17-,71335-0720; 71335-0776,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/de4a660b-172b-4c72-9e38-5634fd03cfa7/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de4a660b-172b-4c72-9e38-5634fd03cfa7,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=de4a660b-172b-4c72-9e38-5634fd03cfa7,de4a660b-172b-4c72-9e38-5634fd03cfa7
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20200119,Biguanide,1995,BRYANT RANCH PREPACK,2010/04/22-,71335-0085; 71335-0250,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f05e1be6-1d42-4339-bb36-e4918e655764/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f05e1be6-1d42-4339-bb36-e4918e655764,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f05e1be6-1d42-4339-bb36-e4918e655764,f05e1be6-1d42-4339-bb36-e4918e655764
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,77336,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200119,Biguanide,1995,BRYANT RANCH PREPACK,2006/02/09-,71335-0140,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1e0f6733-7ec2-47ce-802a-6132a701e1b3/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1e0f6733-7ec2-47ce-802a-6132a701e1b3,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1e0f6733-7ec2-47ce-802a-6132a701e1b3,1e0f6733-7ec2-47ce-802a-6132a701e1b3
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,201991,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200119,Biguanide,1995,BRYANT RANCH PREPACK,2013/03/01-,71335-0886,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f2318509-9a49-4c99-a08b-22381f17aacd/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f2318509-9a49-4c99-a08b-22381f17aacd,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f2318509-9a49-4c99-a08b-22381f17aacd,f2318509-9a49-4c99-a08b-22381f17aacd
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,75967,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200118,Biguanide,,A S MEDICATION SOLUTIONS,2002/01/29-; completed:2002/01/29-2018/08/31,50090-0771; 50090-0777,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ceaf66c9-2aaf-4a5c-a390-1228d7d19838/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ceaf66c9-2aaf-4a5c-a390-1228d7d19838,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ceaf66c9-2aaf-4a5c-a390-1228d7d19838,ceaf66c9-2aaf-4a5c-a390-1228d7d19838
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,201991,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20200118,Biguanide,1995,A S MEDICATION SOLUTIONS,2013/03/01-,50090-1494,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0cd086d6-3ae2-476e-b93e-29055e67e8fc/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0cd086d6-3ae2-476e-b93e-29055e67e8fc,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0cd086d6-3ae2-476e-b93e-29055e67e8fc,0cd086d6-3ae2-476e-b93e-29055e67e8fc
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,207427,Metformin hydrochloride; Metformin hydrochloride ER,METFORMIN HYDROCHLORIDE,20200117,Biguanide,,BAYSHORE PHARMACEUTICALS LLC,2018/07/17-,76385-128; 76385-129,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/93c8deae-3103-4cbf-a5d1-fe0d37e76df8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=93c8deae-3103-4cbf-a5d1-fe0d37e76df8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=93c8deae-3103-4cbf-a5d1-fe0d37e76df8,93c8deae-3103-4cbf-a5d1-fe0d37e76df8
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20200101,Biguanide,,PROFICIENT RX LP,2010/04/22-,63187-101; 63187-102,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b24f356a-7c1f-42ed-8cfc-9609830649bd/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b24f356a-7c1f-42ed-8cfc-9609830649bd,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b24f356a-7c1f-42ed-8cfc-9609830649bd,b24f356a-7c1f-42ed-8cfc-9609830649bd
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,metformin hydrochloride,METFORMIN HYDROCHLORIDE,20200101,Biguanide,,REDPHARM DRUG INC,2020/01/01-,67296-1744,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a32e5b6e-a244-115c-e053-2a95a90a54d2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a32e5b6e-a244-115c-e053-2a95a90a54d2,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a32e5b6e-a244-115c-e053-2a95a90a54d2,a32e5b6e-a244-115c-e053-2a95a90a54d2
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,metformin hydrochloride,METFORMIN HYDROCHLORIDE,20200101,Biguanide,,REDPHARM DRUG INC,2020/01/01-,67296-0893,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a2e762ea-732b-a590-e053-2a95a90aa5e5/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a2e762ea-732b-a590-e053-2a95a90aa5e5,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a2e762ea-732b-a590-e053-2a95a90aa5e5,a2e762ea-732b-a590-e053-2a95a90aa5e5
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,77095,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20191231,Biguanide,,LEGACY PHARMACEUTICAL PACKAGING LLC,2012/01/13-,68645-300,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3814cfed-029f-4231-bba3-89b2b4e01392/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3814cfed-029f-4231-bba3-89b2b4e01392,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3814cfed-029f-4231-bba3-89b2b4e01392,3814cfed-029f-4231-bba3-89b2b4e01392
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77880,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20191227,Biguanide,1995,AMNEAL PHARMACEUTICALS LLC,2012/12/17-,65162-218; 65162-219; 65162-220,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/14544c2f-88c8-48a5-941e-48a543d7baaa/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=14544c2f-88c8-48a5-941e-48a543d7baaa,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=14544c2f-88c8-48a5-941e-48a543d7baaa,14544c2f-88c8-48a5-941e-48a543d7baaa
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77880,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20191227,Biguanide,1995,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,2012/12/17-,53746-218; 53746-219; 53746-220,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b090b18b-b53c-4c92-892f-d11551cfedc3/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b090b18b-b53c-4c92-892f-d11551cfedc3,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b090b18b-b53c-4c92-892f-d11551cfedc3,b090b18b-b53c-4c92-892f-d11551cfedc3
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,ANDA,203832,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20191226,Biguanide,,GOLDEN STATE MEDICAL SUPPLY INC,2017/12/16-; 2017/12/26-,51407-058; 51407-059,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1cb2b2be-595c-4e72-8d2c-c1edc7f85682/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1cb2b2be-595c-4e72-8d2c-c1edc7f85682,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1cb2b2be-595c-4e72-8d2c-c1edc7f85682,1cb2b2be-595c-4e72-8d2c-c1edc7f85682
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,203769,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20191226,Biguanide,1995,ACI HEALTHCARE USA INC,2018/01/15-,71093-132; 71093-133; 71093-134,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e18b60f9-721e-4db6-9f61-d3437e18faf2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e18b60f9-721e-4db6-9f61-d3437e18faf2,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e18b60f9-721e-4db6-9f61-d3437e18faf2,e18b60f9-721e-4db6-9f61-d3437e18faf2
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20191226,Biguanide,,DENTON PHARMA INC DBA NORTHWIND PHARMACEUTICALS,2018/05/09-,70934-117,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/737e5f81-3d75-2eb6-e053-2991aa0a5c69/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=737e5f81-3d75-2eb6-e053-2991aa0a5c69,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=737e5f81-3d75-2eb6-e053-2991aa0a5c69,737e5f81-3d75-2eb6-e053-2991aa0a5c69
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20191224,Biguanide,,DENTON PHARMA INC DBA NORTHWIND PHARMACEUTICALS,2018/06/20-,70934-136,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/709331f0-72eb-8375-e053-2991aa0a1176/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=709331f0-72eb-8375-e053-2991aa0a1176,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=709331f0-72eb-8375-e053-2991aa0a1176,709331f0-72eb-8375-e053-2991aa0a1176
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,77095,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20191223,Biguanide,,DENTON PHARMA INC DBA NORTHWIND PHARMACEUTICALS,2018/01/23-,70934-066,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6440960f-9b8d-021c-e053-2a91aa0a3eed/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6440960f-9b8d-021c-e053-2a91aa0a3eed,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6440960f-9b8d-021c-e053-2a91aa0a3eed,6440960f-9b8d-021c-e053-2a91aa0a3eed
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20191219,Biguanide,,LEGACY PHARMACEUTICAL PACKAGING LLC,2010/04/22-,68645-544; 68645-545; 68645-547,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/449fe642-6e0a-4e63-88ad-c2042a3d56bd/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=449fe642-6e0a-4e63-88ad-c2042a3d56bd,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=449fe642-6e0a-4e63-88ad-c2042a3d56bd,449fe642-6e0a-4e63-88ad-c2042a3d56bd
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,77064,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20191217,Biguanide,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2014/12/09-,43353-098,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4c91a980-1fef-4cc5-a6a6-fd7f4a6223cf/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4c91a980-1fef-4cc5-a6a6-fd7f4a6223cf,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4c91a980-1fef-4cc5-a6a6-fd7f4a6223cf,4c91a980-1fef-4cc5-a6a6-fd7f4a6223cf
